date,id,user.username,place,content,likeCount,retweetCount,viewCount,hashtags,media,sourceLabel
2023-03-30 12:56:58+00:00,1641424277378576385,chohanseol,,"뽕라덴 복귀✈

텔레 binladen11

전국 실시간 좌표  ♦
전국 드랍   ☂

샘플 20만원 시작~  ✒

아이스작대기

인천아이스

술구매 

사끼 케타민 빙두
LSD 사끼 

케이 떨구매 떨판매

아이스뽕 떨
케타민 강남파티 

#작대기구매 https://t.co/kge0pg5etg",0,0,44.0,['작대기구매'],"[Photo(previewUrl='https://pbs.twimg.com/media/FseCqpWaAAE2U5N?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FseCqpWaAAE2U5N?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 12:42:05+00:00,1641420529952522241,mw1497,,"✌ 텔 레 그 램 J R i c e 1 ☀

☠아이스작대기 무한✏

술파는곳 ㅇㅇㅅ팝니다 부산아이스
차가운술 아이스팝니다 아이스술 작대기팝니다

떨구매 떨가격 엑스터시 

 떨사는곳 떨삽니다 

 아이스 대구아이스 아이스1G

마약상인 파티약  정품아이스파는곳소개 인디카 

#작대기아이스 https://t.co/j8XYBM7taU",0,0,63.0,['작대기아이스'],"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1641420511644385280/pu/img/X_le4I7XcGyr29BD.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1641420511644385280/pu/vid/320x426/jG27FmswsC9tl_WX.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1641420511644385280/pu/vid/480x640/i2PBtipvwJJmSToB.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1641420511644385280/pu/pl/j1o73jEVAzRfw48t.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=0.651, views=9, altText=None)]",Twitter Web App
2023-03-30 12:04:13+00:00,1641411004180606977,jackjojo82,,"☯ 텔 레 그 램 J R i c e 1 ♥

☃아이스작대기 무한✡

엑스터시효능 술구매 천안아이스
작대기뽕 아이스 LSD 아이스사끼

대마 떨구매 클럽약 

 떨구매 최음제 

 아이스술 ㅇㅇㅅ팝니다 작대기

 클럽파티  아이스게이 사탕 

#아이스 https://t.co/LQTbiTmYed",0,0,134.0,['아이스'],"[Photo(previewUrl='https://pbs.twimg.com/media/Fsd2mGQaQAAjUnM?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fsd2mGQaQAAjUnM?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 12:02:55+00:00,1641410674147594240,abvet79,,"☑ 텔♣ 레 ☀ 문☝ 의 ↔

Happy b b o n g

해피 해피뽕 

아이스작대기 전문 딜러

창원아이스 천안아이스 술파는곳 
술사는곳 엑스터시효능 아이스퀄리티

#강남아이스

사티바 클럽파티 담배 
클럽파티 캔디 

 허브액상 
작대기술 작대기 아이스작대기 

#인증딜러 https://t.co/JXKjowls6r",0,0,84.0,"['강남아이스', '인증딜러']","[Photo(previewUrl='https://pbs.twimg.com/media/Fsd2S2ZagAEPuxk?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fsd2S2ZagAEPuxk?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 10:45:45+00:00,1641391255623180289,rkttb20,,"여러분에 안식처 아이스 하이븐 

♨텔 레 문 의 i c e haven ✉

삥두 작대기주사 클럽캔디
작대기사용법 한작대기

엑스터시 캔디 사탕
엑시 최음제

아이스1G 아이스뽕 샘플20만
아이스드랍 샘플20만

#아이스술
#작기술 https://t.co/GpWKYTWEqx",0,0,22.0,"['아이스술', '작기술']","[Photo(previewUrl='https://pbs.twimg.com/media/FsdkofRakAA69eF?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsdkofRakAA69eF?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 10:18:19+00:00,1641384351127699456,kdh6000,,"뽕라덴 복귀✡

텔레 binladen11

전국 실시간 좌표  ✡
전국 드랍   ✂

샘플 20만원 시작~  ↘

아이스작대기

판매처

서울아이스 

작대기아이스 빙두 작대기팝니다
아이스뽕 아이스드랍 

떨사는곳 대마 떨후기

빙두 엑시
아이스술 떨 

#파티약 https://t.co/iHBiDOe2w2",0,0,21.0,['파티약'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsdeWlsaEAYXi1J?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsdeWlsaEAYXi1J?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 09:59:41+00:00,1641379664055902209,bang9dg,,"☑ 텔 레 그 램 J R i c e 1 ☁

♥아이스작대기 무한☄

사끼파는곳 샤부 술사는곳
아이스1G 아이스사끼 아이스술 아이스

떨판매 클럽파티 케타민 

 인디카 떨 

 LSD 작대기사용법 빙두

광주아이스 떨느낌  일산아이스 파티약 

#작대기아이스 https://t.co/AwkTG4p3Oe",0,0,52.0,['작대기아이스'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsdaF3PaAAEO5kG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsdaF3PaAAEO5kG?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 09:09:53+00:00,1641367128552128513,jeongsunyeong7,,☭✦♛니곳ㄹ어   #시원한술    먀카ㅈ카사  #아이스술 겨녀내 https://t.co/LsZzRzaM7W,0,0,9.0,"['시원한술', '아이스술']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1641367107907776512/pu/img/w9WH1nErRBhkE1Mf.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1641367107907776512/pu/vid/540x360/ZtztxuQps-CBZz3S.mp4?tag=12', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1641367107907776512/pu/vid/404x270/9lnFLu_yp8E8Trzr.mp4?tag=12', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1641367107907776512/pu/pl/jtJXNIQj8k7RoaJR.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1641367107907776512/pu/vid/1080x720/SehlHGJQrEBfN4FF.mp4?tag=12', contentType='video/mp4', bitrate=2176000)], duration=2.083, views=0, altText=None)]",Twitter Web App
2023-03-30 09:03:36+00:00,1641365547689590784,gg8644,,"☎ 국가대표 coreaice ✒

✿ 아이스작대기 ✿

✿ 코카인 ☑

작대기사용법 아이스얼음주사 인천아이스
허브 케이 아이스드랍 아이스작대기

클럽약 사탕 떨파는곳 

 엑스터시 떨판매 

 작대기 ㅈㄷㄱㅇㄹ 빙두

천안아이스 떨가격  서울아이스 떨판매 

#아이스술
#아이스사는곳 https://t.co/Vr9z8E73xe",1,0,64.0,"['아이스술', '아이스사는곳']","[Photo(previewUrl='https://pbs.twimg.com/media/FsdNQNMaYAAgvOY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsdNQNMaYAAgvOY?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 09:02:18+00:00,1641365220374491136,chkim430,,"♈ 텔 레 그 램 J R i c e 1 ☀

☎아이스작대기 무한☣

정품아이스파는곳 엑스터시효과 아이스술
아이스작대기 아이스뽕 작대기팝니다 LSD

클럽파티 떨파는곳 떨삽니다 

 떨구매 떨구입 

 빙두 한작대기 아이스사끼

ㅎㄹ 대마  마약효과 떨사는곳 

#아이스 https://t.co/guSWr0QwWO",0,0,243.0,['아이스'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsdM9MQaAAANUhZ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsdM9MQaAAANUhZ?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 08:49:43+00:00,1641362055101042688,wpdls1020,,"☁ 텔♦ 레 ☂ 문♥ 의 ✍

Happy b b o n g

해피 해피뽕 

아이스작대기 전문 딜러

정품아이스파는곳소개 대마초파는곳 판매처 
 아이스술 얼음사는곳얼음파는곳

캔디 인디카 떨삽니다 
떨사는곳 떨 

캔디케이 아이스술 
작대기아이스 작대기팝니다 아이스1G 

#아이스작대기 https://t.co/pK9T3n7Ppc",0,0,9.0,['아이스작대기'],"[Photo(previewUrl='https://pbs.twimg.com/media/FsdKE4caIAAQEbs?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsdKE4caIAAQEbs?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 08:11:54+00:00,1641352539257044992,YounSeok,,"✐ #작대기아이스  ☎
☣ #차가운술 ♣

여러분에 안식처 하이븐

☀텔 레 문 의 i c e haven ✐

시원한술파는곳 김치 아이스사용후기
허브효능 ㅇㅇㅅ

떨판매 캔디 사티바
  떨

아이스뽕 작대기팝니다 샘플20만
아이스술 작대기뽕 https://t.co/lSIv8SxMy4",0,0,10.0,"['작대기아이스', '차가운술']","[Photo(previewUrl='https://pbs.twimg.com/media/FsdBa5RaYAAMIs7?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsdBa5RaYAAMIs7?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 07:34:01+00:00,1641343005557944320,SUPERWEBY,,"☯ 텔 레 그 램 J R i c e 1 ☎

☀아이스작대기 무한✿

술구매 아이스얼음주사사용방법 
크리스탈아이스
아이스작대기 작대기술 아이스드랍 아이스술

파티약 강남파티 파티약 

 떨팝니다 떨팝니다 

 사끼 마약파는곳 엘에디

빙두팜 사탕  작대기사용법 케이 

#작대기술
엑스터시 https://t.co/VKh4VgjWt1",0,0,25.0,['작대기술'],"[Photo(previewUrl='https://pbs.twimg.com/media/Fsc4wE4aYAEOt1f?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fsc4wE4aYAEOt1f?format=jpg&name=orig', altText=None)]",Twitter Web App
2023-03-30 07:17:37+00:00,1641338877364535298,abvet79,,"Happy b b o n g

해피 해피뽕 

아이스작대기 전문 딜러

아이스사용방법 ㅇㅇㅅ 전국빠른구매 
술의효능 사끼파는곳 대구아이스

떨후기 떨후기 클럽파티 
떨느낌 떨구입 

허브액상 아이스팝니다 
케타민
액상 아이스1G 아이스팝니다 

#아이스술
#아이스작대기 https://t.co/lzyCRMaGla",0,0,24.0,"['아이스술', '아이스작대기']","[Photo(previewUrl='https://pbs.twimg.com/media/Fsc0_wAaAAQ-OVw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fsc0_wAaAAQ-OVw?format=jpg&name=orig', altText=None)]",Twitter Web App
