type1,type2,date,id,user.username,user.displayname,place,user.location,content,likeCount,retweetCount,viewCount,hashtags,media,sourceLabel,okt,komoran,hannanum,kkma,mecab
GHB,발정제,2021-03-06 14:57:45+00:00,1.36821e+18,gije_cho,조기제,,대한민국 서울,카카오톡 EHKT 15 빻은 깨떨 먹고 3시 넘어서 작대기 소스를 만들었는데 발정제 후추를 더 넣어주면 구입 김치 겉잎으로 꽁치 한토막을 구매 오리는 와인숙성훈제오리더라고요 대마초 한식 이탈리아 스페인 태국 요리의 캔디 가능하다니 실화인가요 대마,0,0,,,,Twitter Web App,"[('카카오', 'Noun'), ('톡', 'Noun'), ('EHKT', 'Alpha'), ('15', 'Number'), ('빻', 'Noun'), ('은', 'Josa'), ('깨', 'Noun'), ('떨', 'Verb'), ('먹고', 'Verb'), ('3시', 'Number'), ('넘어서', 'Verb'), ('작대기', 'Noun'), ('소스', 'Noun'), ('를', 'Josa'), ('만들었는데', 'Verb'), ('발정', 'Noun'), ('제', 'Noun'), ('후추', 'Noun'), ('를', 'Josa'), ('더', 'Noun'), ('넣어주면', 'Verb'), ('구입', 'Noun'), ('김치', 'Noun'), ('겉잎', 'Noun'), ('으로', 'Josa'), ('꽁치', 'Noun'), ('한', 'Determiner'), ('토막', 'Noun'), ('을', 'Josa'), ('구매', 'Noun'), ('오리', 'Noun'), ('는', 'Josa'), ('와인', 'Noun'), ('숙성', 'Noun'), ('훈제오리', 'Noun'), ('더라고요', 'Adjective'), ('대마초', 'Noun'), ('한식', 'Noun'), ('이탈리아', 'Noun'), ('스페인', 'Noun'), ('태국', 'Noun'), ('요리', 'Noun'), ('의', 'Josa'), ('캔디', 'Noun'), ('가능하다니', 'Adjective'), ('실화', 'Noun'), ('인가요', 'Josa'), ('대마', 'Noun')]","[('카카오톡', 'NNP'), ('EHKT', 'SL'), ('15', 'SN'), ('빻', 'VV'), ('은', 'ETM'), ('깨', 'NNG'), ('떨', 'VV'), ('ㄹ', 'ETM'), ('먹', 'VV'), ('고', 'EC'), ('3', 'SN'), ('시', 'NNB'), ('넘', 'VV'), ('어서', 'EC'), ('작대기', 'NNG'), ('소스', 'NNP'), ('를', 'JKO'), ('만들', 'VV'), ('었', 'EP'), ('는데', 'EC'), ('발', 'NNG'), ('정제', 'NNP'), ('후추', 'NNP'), ('를', 'JKO'), ('더', 'MAG'), ('넣', 'VV'), ('어', 'EC'), ('주', 'VX'), ('면', 'EC'), ('구입', 'NNG'), ('김치', 'NNP'), ('겉', 'NNG'), ('잎', 'NNG'), ('으로', 'JKB'), ('꽁치', 'NNP'), ('한', 'MM'), ('토막', 'NNP'), ('을', 'JKO'), ('구매', 'NNG'), ('오리', 'NNP'), ('는', 'JX'), ('와인', 'NNP'), ('숙성', 'NNP'), ('훈제', 'NNP'), ('오리', 'VV'), ('더라고요', 'EC'), ('대마초', 'NNP'), ('한식', 'NNP'), ('이탈리아', 'NNP'), ('스페인', 'NNP'), ('태국', 'NNP'), ('요리', 'NNP'), ('의', 'JKG'), ('캔디', 'NNP'), ('가능', 'XR'), ('하', 'XSA'), ('다니', 'EC'), ('실화', 'NNG'), ('이', 'VCP'), ('ㄴ가요', 'EC'), ('대마', 'NNG')]","[('카카오톡', 'N'), ('EHKT', 'F'), ('15', 'N'), ('빻', 'P'), ('은', 'E'), ('깨떨', 'N'), ('먹', 'P'), ('고', 'E'), ('3시', 'N'), ('넘', 'P'), ('어서', 'E'), ('작대기', 'N'), ('소스', 'N'), ('를', 'J'), ('만들', 'P'), ('었는데', 'E'), ('발정제', 'N'), ('후추', 'N'), ('를', 'J'), ('더', 'M'), ('넣', 'P'), ('어', 'E'), ('주', 'P'), ('면', 'E'), ('구입', 'N'), ('김치', 'N'), ('겉잎', 'N'), ('으로', 'J'), ('꽁치', 'N'), ('한토막', 'N'), ('을', 'J'), ('구매', 'N'), ('오리', 'N'), ('는', 'J'), ('와인숙성훈제오리', 'N'), ('이', 'J'), ('더라고', 'E'), ('요', 'J'), ('대마초', 'N'), ('하', 'P'), ('ㄴ', 'E'), ('식', 'N'), ('이탈리아', 'N'), ('스페', 'N'), ('이', 'J'), ('ㄴ', 'E'), ('태국', 'N'), ('요리', 'N'), ('의', 'J'), ('캔디', 'N'), ('가능', 'N'), ('하', 'X'), ('다니', 'E'), ('실화', 'N'), ('이', 'J'), ('ㄴ가', 'E'), ('요', 'J'), ('대마', 'N')]","[('카카오', 'NNG'), ('톡', 'MAG'), ('EHKT', 'OL'), ('15', 'NR'), ('빻', 'VV'), ('은', 'ETD'), ('깨', 'NNG'), ('떨', 'VV'), ('ㄹ', 'ETD'), ('먹', 'VV'), ('고', 'ECE'), ('3', 'NR'), ('시', 'NNM'), ('넘', 'VV'), ('어서', 'ECD'), ('작대기', 'NNG'), ('소스', 'NNG'), ('를', 'JKO'), ('만들', 'VV'), ('었', 'EPT'), ('는데', 'ECD'), ('발', 'NNG'), ('정제', 'NNG'), ('후추', 'NNG'), ('를', 'JKO'), ('더', 'MAG'), ('넣', 'VV'), ('어', 'ECD'), ('주', 'VXV'), ('면', 'ECE'), ('구입', 'NNG'), ('김치', 'NNG'), ('겉잎', 'NNG'), ('으로', 'JKM'), ('꽁치', 'NNG'), ('한', 'MDN'), ('토막', 'NNG'), ('을', 'JKO'), ('구매', 'NNG'), ('오리', 'NNG'), ('는', 'JX'), ('와인', 'NNG'), ('숙성', 'NNG'), ('훈제', 'NNG'), ('오', 'NNG'), ('리더', 'NNG'), ('라고', 'JX'), ('요', 'JX'), ('대마초', 'NNG'), ('한식', 'NNG'), ('이탈리아', 'NNP'), ('스페인', 'NNG'), ('태국', 'NNG'), ('요리', 'NNG'), ('의', 'JKG'), ('캔디', 'NNG'), ('가능', 'NNG'), ('하', 'XSV'), ('다니', 'EFN'), ('시', 'VV'), ('ㄹ', 'ETD'), ('화인', 'NNG'), ('가요', 'NNG'), ('대마', 'NNG')]","[('카카오톡', 'NNP'), ('EHKT', 'SL'), ('15', 'SN'), ('빻', 'VV'), ('은', 'ETM'), ('깨', 'NNG'), ('떨', 'XSN'), ('먹', 'VV'), ('고', 'EC'), ('3', 'SN'), ('시', 'NNBC'), ('넘', 'VV'), ('어서', 'EC'), ('작대기', 'NNG'), ('소스', 'NNG'), ('를', 'JKO'), ('만들', 'VV'), ('었', 'EP'), ('는데', 'EC'), ('발정', 'NNG'), ('제', 'XSN'), ('후추', 'NNG'), ('를', 'JKO'), ('더', 'MAG'), ('넣', 'VV'), ('어', 'EC'), ('주', 'VX'), ('면', 'EC'), ('구입', 'NNG'), ('김치', 'NNG'), ('겉잎', 'NNG'), ('으로', 'JKB'), ('꽁치', 'NNG'), ('한', 'MM'), ('토막', 'NNBC'), ('을', 'JKO'), ('구매', 'NNG'), ('오리', 'NNG'), ('는', 'JX'), ('와인', 'NNG'), ('숙성', 'NNG'), ('훈제', 'NNG'), ('오리', 'VV'), ('더라고요', 'EC'), ('대마초', 'NNG'), ('한식', 'NNG'), ('이탈리아', 'NNP'), ('스페인', 'NNP'), ('태국', 'NNP'), ('요리', 'NNG'), ('의', 'JKG'), ('캔디', 'NNG'), ('가능', 'NNG'), ('하', 'XSA'), ('다니', 'EC'), ('실화', 'NNG'), ('인가요', 'VCP+EC'), ('대마', 'NNG')]"
GHB,발정제,2021-03-12 14:39:17+00:00,1.37038e+18,Q54tEl2QSMCVIOI,성빙,,,카카오톡 EHKT 살아온 나의 노력이 떨 정확한 재료의 작대기 완벽하게 적응이 발정제 넣고 골고루 아이스 한국 야쿠르트 하이프레시 밀키트 작대기 두부김치해야겠어요 ' 대마초 캔디 여유롭게 만들어 보세요 대마 ,0,0,,"['아이스', '작대기']","[Photo(previewUrl='https://pbs.twimg.com/media/EwSU5EjVgAEq1gu?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EwSU5EjVgAEq1gu?format=jpg&name=orig', altText=None)]",Twitter Web App,"[('카카오', 'Noun'), ('톡', 'Noun'), ('EHKT', 'Alpha'), ('살아온', 'Verb'), ('나', 'Noun'), ('의', 'Josa'), ('노력', 'Noun'), ('이', 'Josa'), ('떨', 'Verb'), ('정확한', 'Adjective'), ('재료', 'Noun'), ('의', 'Josa'), ('작대기', 'Noun'), ('완벽하게', 'Adjective'), ('적응', 'Noun'), ('이', 'Josa'), ('발정', 'Noun'), ('제', 'Noun'), ('넣고', 'Verb'), ('골고루', 'Adverb'), ('아이스', 'Noun'), ('한국', 'Noun'), ('야쿠르트', 'Noun'), ('하이', 'Noun'), ('프레', 'Noun'), ('시', 'Noun'), ('밀', 'Noun'), ('키트', 'Noun'), ('작대기', 'Noun'), ('두부김치', 'Noun'), ('해야겠어요', 'Verb'), (""'"", 'Punctuation'), ('대마초', 'Noun'), ('캔디', 'Noun'), ('여유롭게', 'Verb'), ('만들어', 'Verb'), ('보세요', 'Verb'), ('대마', 'Noun')]","[('카카오톡', 'NNP'), ('EHKT', 'SL'), ('살아오', 'VV'), ('ㄴ', 'ETM'), ('나', 'NP'), ('의', 'JKG'), ('노력', 'NNG'), ('이', 'JKS'), ('떨', 'VV'), ('ㄹ', 'ETM'), ('정확', 'XR'), ('하', 'XSA'), ('ㄴ', 'ETM'), ('재료', 'NNP'), ('의', 'JKG'), ('작대기', 'NNG'), ('완벽', 'NNG'), ('하', 'XSV'), ('게', 'EC'), ('적응', 'NNG'), ('이', 'JKS'), ('발', 'NNG'), ('정제', 'NNP'), ('넣', 'VV'), ('고', 'EC'), ('골고루', 'MAG'), ('아이스', 'NNP'), ('한국', 'NNP'), ('야쿠르트', 'NNP'), ('하', 'NNG'), ('이프', 'NNP'), ('레시', 'NNP'), ('밀', 'NNP'), ('키트', 'NNP'), ('작대기', 'NNG'), ('두부김치', 'NNP'), ('하', 'XSV'), ('아야', 'EC'), ('하', 'VX'), ('겠', 'EP'), ('어요', 'EC'), (""'"", 'SS'), ('대마초', 'NNP'), ('캔디', 'NNP'), ('여유', 'NNG'), ('롭', 'XSA'), ('게', 'EC'), ('만들', 'VV'), ('어', 'EC'), ('보', 'VV'), ('시', 'EP'), ('어요', 'EC'), ('대마', 'NNG')]","[('카카오톡', 'N'), ('EHKT', 'F'), ('살', 'P'), ('아', 'E'), ('오', 'P'), ('ㄴ', 'E'), ('나', 'N'), ('의', 'J'), ('노력', 'N'), ('이', 'J'), ('떨', 'P'), ('ㄹ', 'E'), ('정확한', 'N'), ('재료', 'N'), ('의', 'J'), ('작대기', 'N'), ('완벽', 'N'), ('하', 'X'), ('게', 'E'), ('적응', 'N'), ('이', 'J'), ('발정제', 'N'), ('넣', 'P'), ('고', 'E'), ('골고루', 'M'), ('아이스', 'N'), ('한국', 'N'), ('야쿠르트', 'N'), ('하이프레시', 'N'), ('밀키트', 'N'), ('작대기', 'N'), ('두부김치해야겠어요', 'N'), (""'"", 'S'), ('대마초', 'N'), ('캔디', 'N'), ('여유', 'N'), ('롭', 'X'), ('게', 'E'), ('만들', 'P'), ('어', 'E'), ('보', 'P'), ('세', 'E'), ('요', 'J'), ('대마', 'N')]","[('카카오', 'NNG'), ('톡', 'MAG'), ('EHKT', 'OL'), ('살아오', 'VV'), ('ㄴ', 'ETD'), ('나의', 'NNG'), ('노력', 'NNG'), ('이', 'JKS'), ('떨', 'VV'), ('ㄹ', 'ETD'), ('정확', 'NNG'), ('하', 'XSV'), ('ㄴ', 'ETD'), ('재료', 'NNG'), ('의', 'JKG'), ('작대기', 'NNG'), ('완벽', 'NNG'), ('하', 'XSV'), ('게', 'ECD'), ('적응', 'NNG'), ('이', 'JKS'), ('발정', 'NNG'), ('제', 'XSN'), ('넣', 'VV'), ('고', 'ECE'), ('골고루', 'MAG'), ('아이스', 'NNG'), ('한국', 'NNG'), ('야', 'NNG'), ('쿠르트', 'UN'), ('하이', 'NNG'), ('프', 'UN'), ('레', 'NNG'), ('시', 'NNG'), ('밀', 'NNG'), ('키트', 'NNG'), ('작대기', 'NNG'), ('두부', 'NNG'), ('김치해야겠어', 'UN'), ('요', 'JX'), (""'"", 'SS'), ('대마초', 'NNG'), ('캔디', 'NNG'), ('여유', 'NNG'), ('롭', 'XSA'), ('게', 'ECD'), ('만들', 'VV'), ('어', 'ECD'), ('보세', 'NNG'), ('요', 'JX'), ('대마', 'NNG')]","[('카카오톡', 'NNP'), ('EHKT', 'SL'), ('살아온', 'VV+ETM'), ('나', 'NP'), ('의', 'JKG'), ('노력', 'NNG'), ('이', 'JKS'), ('떨', 'VV+ETM'), ('정확', 'NNG'), ('한', 'XSA+ETM'), ('재료', 'NNG'), ('의', 'JKG'), ('작대기', 'NNG'), ('완벽', 'NNG'), ('하', 'XSA'), ('게', 'EC'), ('적응', 'NNG'), ('이', 'JKS'), ('발정', 'NNG'), ('제', 'XSN'), ('넣', 'VV'), ('고', 'EC'), ('골고루', 'MAG'), ('아이스', 'NNG'), ('한국', 'NNP'), ('야쿠르트', 'NNP'), ('하이프', 'NNP'), ('레시', 'NNP'), ('밀', 'NNP'), ('키트', 'NNP'), ('작대기', 'NNG'), ('두부', 'NNG'), ('김치', 'NNG'), ('해야', 'XSV+EC+VX'), ('겠', 'EP'), ('어요', 'EF'), (""'"", 'SY'), ('대마초', 'NNG'), ('캔디', 'NNG'), ('여유', 'NNG'), ('롭', 'XSA'), ('게', 'EC'), ('만들', 'VV'), ('어', 'EC'), ('보', 'VX'), ('세요', 'EP+EF'), ('대마', 'NNG')]"
GHB,최음제,2022-07-15 06:21:14+00:00,1.54783e+18,H1kUodcLjGk8bjR,심상봉,,,여성 최음제 판매 씨엘팜 비닉스 필름 구입 사이트 : ,0,0,,,,Twitter Web App,"[('여성', 'Noun'), ('최음제', 'Noun'), ('판매', 'Noun'), ('씨엘', 'Noun'), ('팜', 'Verb'), ('비', 'Noun'), ('닉스', 'Noun'), ('필름', 'Noun'), ('구입', 'Noun'), ('사이트', 'Noun'), (':', 'Punctuation')]","[('여성', 'NNG'), ('최', 'XPN'), ('음', 'NNG'), ('제', 'XSN'), ('판매', 'NNG'), ('씨', 'NNB'), ('엘', 'NNP'), ('파', 'VV'), ('ㅁ', 'ETN'), ('비', 'XPN'), ('닉스', 'NNP'), ('필름', 'NNP'), ('구입', 'NNG'), ('사이트', 'NNG'), (':', 'SP')]","[('여성', 'N'), ('최음제', 'N'), ('판매', 'N'), ('씨엘팜', 'N'), ('비닉스', 'N'), ('필름', 'N'), ('구입', 'N'), ('사이트', 'N'), (':', 'S')]","[('여성', 'NNG'), ('최음제', 'NNG'), ('판매', 'NNG'), ('씨', 'NNG'), ('엘', 'NNG'), ('파', 'VV'), ('ㅁ', 'ETN'), ('비', 'NNG'), ('닉스', 'NNP'), ('필름', 'NNG'), ('구입', 'NNG'), ('사이트', 'NNG'), (':', 'SP')]","[('여성', 'NNG'), ('최음제', 'NNG'), ('판매', 'NNG'), ('씨엘', 'NNP'), ('팜', 'NNP'), ('비', 'XPN'), ('닉스', 'NNG'), ('필름', 'NNG'), ('구입', 'NNG'), ('사이트', 'NNG'), (':', 'SC')]"
GHB,물뽕,2022-08-08 22:34:46+00:00,1.55677e+18,jkmister11,Mister,,,이슈 맛집 정보 피디수첩 클럽 유흥업소 범죄에 사용된 마약 GHB 물뽕 체내 검출 되지 않는 성분 오늘방송 다시보기 ,0,0,,"['이슈', '맛집', '정보']",,Tistory2Twitter,"[('이슈', 'Noun'), ('맛집', 'Noun'), ('정보', 'Noun'), ('피디수첩', 'Noun'), ('클럽', 'Noun'), ('유흥업소', 'Noun'), ('범죄', 'Noun'), ('에', 'Josa'), ('사용', 'Noun'), ('된', 'Verb'), ('마약', 'Noun'), ('GHB', 'Alpha'), ('물뽕', 'Noun'), ('체내', 'Noun'), ('검', 'Noun'), ('출', 'Verb'), ('되지', 'Verb'), ('않는', 'Verb'), ('성분', 'Noun'), ('오늘', 'Noun'), ('방송', 'Noun'), ('다시', 'Noun'), ('보기', 'Noun')]","[('이슈', 'NNG'), ('맛집', 'NNG'), ('정보', 'NNG'), ('피디', 'NNG'), ('수첩', 'NNP'), ('클럽', 'NNP'), ('유흥업소', 'NNG'), ('범죄', 'NNG'), ('에', 'JKB'), ('사용', 'NNG'), ('되', 'XSV'), ('ㄴ', 'ETM'), ('마약', 'NNP'), ('GHB', 'SL'), ('물', 'NNG'), ('뽕', 'NNG'), ('체내', 'NNG'), ('검출', 'NNG'), ('되', 'VV'), ('지', 'EC'), ('않', 'VX'), ('는', 'ETM'), ('성분', 'NNG'), ('오늘', 'NNG'), ('방송', 'NNP'), ('다시', 'NNP'), ('보기', 'NNP')]","[('이슈', 'N'), ('맛집', 'N'), ('정보', 'N'), ('피디수첩', 'N'), ('클럽', 'N'), ('유흥업소', 'N'), ('범죄', 'N'), ('에', 'J'), ('사용', 'N'), ('되', 'X'), ('ㄴ', 'E'), ('마약', 'N'), ('GHB', 'F'), ('물뽕', 'N'), ('체내', 'N'), ('검출', 'N'), ('되', 'P'), ('지', 'E'), ('않', 'P'), ('는', 'E'), ('성분', 'N'), ('오늘방송', 'N'), ('다시보', 'N'), ('이', 'J'), ('기', 'E')]","[('이슈', 'NNG'), ('맛', 'NNG'), ('집', 'NNG'), ('정보', 'NNG'), ('피디', 'NNG'), ('수첩', 'NNG'), ('클럽', 'NNG'), ('유흥업소', 'NNG'), ('범죄', 'NNG'), ('에', 'JKM'), ('사용', 'NNG'), ('되', 'XSV'), ('ㄴ', 'ETD'), ('마약', 'NNG'), ('GHB', 'OL'), ('물뽕', 'NNG'), ('체내', 'NNG'), ('검출', 'NNG'), ('되', 'VV'), ('지', 'ECD'), ('않', 'VXV'), ('는', 'ETD'), ('성분', 'NNG'), ('오늘', 'NNG'), ('방송', 'NNG'), ('다시', 'MAG'), ('보', 'VV'), ('기', 'ETN')]","[('이슈', 'NNG'), ('맛집', 'NNG'), ('정보', 'NNG'), ('피디', 'NNG'), ('수첩', 'NNG'), ('클럽', 'NNG'), ('유흥업소', 'NNG'), ('범죄', 'NNG'), ('에', 'JKB'), ('사용', 'NNG'), ('된', 'XSV+ETM'), ('마약', 'NNG'), ('GHB', 'SL'), ('물뽕', 'NNG'), ('체내', 'NNG'), ('검출', 'NNG'), ('되', 'VV'), ('지', 'EC'), ('않', 'VX'), ('는', 'ETM'), ('성분', 'NNG'), ('오늘', 'NNG'), ('방송', 'NNG'), ('다시', 'MAG'), ('보', 'VV'), ('기', 'ETN')]"
GHB,물뽕,2022-08-13 06:12:40+00:00,1.55834e+18,Duckhoo101,꾸??¹⁴³,,꼬레아 ,김학의 국민의당 특수강간범 물뽕 마약 박근혜 정부 법무부차관 검사출신,0,0,,"['김학의', '국민의당', '특수강간범', '물뽕', '마약', '박근혜', '법무부차관', '검사출신']",,Twitter for Android,"[('김학의', 'Noun'), ('국민의당', 'Noun'), ('특수', 'Noun'), ('강간범', 'Noun'), ('물뽕', 'Noun'), ('마약', 'Noun'), ('박근혜', 'Noun'), ('정부', 'Noun'), ('법무부', 'Noun'), ('차관', 'Noun'), ('검사', 'Noun'), ('출신', 'Noun')]","[('김학의', 'NNP'), ('국민의당', 'NNP'), ('특수', 'NNP'), ('강간', 'NNP'), ('범', 'NNG'), ('물', 'NNG'), ('뽕', 'NNG'), ('마약', 'NNP'), ('박근혜 정부', 'NNP'), ('법무부', 'NNP'), ('차관', 'NNP'), ('검사', 'NNG'), ('출신', 'NNG')]","[('김학', 'N'), ('의', 'J'), ('국민의당', 'N'), ('특수강간범', 'N'), ('물뽕', 'N'), ('마약', 'N'), ('박근혜', 'N'), ('정부', 'N'), ('법무부차관', 'N'), ('검사출신', 'N')]","[('김', 'NNG'), ('학', 'XSN'), ('의', 'JKG'), ('국민', 'NNG'), ('의', 'JKG'), ('당', 'NNG'), ('특수', 'NNG'), ('강간범', 'NNG'), ('물뽕', 'NNG'), ('마약', 'NNG'), ('박근', 'NNG'), ('혜', 'UN'), ('정부', 'NNG'), ('법무부', 'NNG'), ('차관', 'NNG'), ('검사', 'NNG'), ('출신', 'NNG')]","[('김학', 'NNP'), ('의', 'JKG'), ('국민', 'NNG'), ('의', 'JKG'), ('당', 'NNG'), ('특수', 'NNG'), ('강간범', 'NNG'), ('물뽕', 'NNG'), ('마약', 'NNG'), ('박근혜', 'NNP'), ('정부', 'NNG'), ('법무부', 'NNG'), ('차관', 'NNG'), ('검사', 'NNG'), ('출신', 'NNG')]"
GHB,물뽕,2022-08-16 13:16:00+00:00,1.55953e+18,tbxpavh,해킹범 뒤진다,,,물뽕 멜돔 멜돔 경기,0,0,,,,Twitter for Android,"[('물뽕', 'Noun'), ('멜', 'Verb'), ('돔', 'Noun'), ('멜', 'Verb'), ('돔', 'Noun'), ('경기', 'Noun')]","[('물', 'NNG'), ('뽕', 'NNG'), ('멜', 'NNP'), ('돔', 'NNG'), ('멜', 'NNP'), ('돔', 'NNG'), ('경기', 'NNP')]","[('물뽕', 'N'), ('멜돔', 'N'), ('멜돔', 'N'), ('경기', 'N')]","[('물뽕', 'NNG'), ('메', 'VV'), ('ㄹ', 'ETD'), ('돔', 'NNG'), ('메', 'VV'), ('ㄹ', 'ETD'), ('돔', 'NNG'), ('경기', 'NNG')]","[('물뽕', 'NNG'), ('멜', 'VV+ETM'), ('돔', 'NNG'), ('멜', 'VV+ETM'), ('돔', 'NNG'), ('경기', 'NNG')]"
GHB,물뽕,2022-08-24 18:36:04+00:00,1.56251e+18,2014217,rr,,,대앱 야그램 건강 건강 물뽕,0,0,,,,Twitter for Android,"[('대', 'Modifier'), ('앱', 'Noun'), ('야', 'Exclamation'), ('그램', 'Noun'), ('건강', 'Noun'), ('건강', 'Noun'), ('물뽕', 'Noun')]","[('대앱', 'NA'), ('야', 'NNG'), ('그램', 'NNP'), ('건강', 'NNG'), ('건강', 'NNG'), ('물', 'NNG'), ('뽕', 'NNG')]","[('대앱', 'N'), ('야그램', 'N'), ('건강', 'N'), ('건강', 'N'), ('물뽕', 'N')]","[('대', 'NNG'), ('앱', 'UN'), ('야', 'NNG'), ('그램', 'NNM'), ('건강', 'NNG'), ('건강', 'NNG'), ('물뽕', 'NNG')]","[('대', 'XPN'), ('앱', 'NNG'), ('야', 'IC'), ('그램', 'NNG'), ('건강', 'NNG'), ('건강', 'NNG'), ('물뽕', 'NNG')]"
GHB,물뽕,2022-08-29 13:15:21+00:00,1.56424e+18,frNtY6HhGJbQEa9,ㅗㅗㅗ,,,물뽕 아들스타 빨간입술,0,0,,['ㅍㄹ'],,Twitter for Android,"[('물뽕', 'Noun'), ('아들', 'Noun'), ('스타', 'Noun'), ('빨간', 'Adjective'), ('입술', 'Noun')]","[('물', 'NNG'), ('뽕', 'NNG'), ('아들', 'NNP'), ('스타', 'NNP'), ('빨갛', 'VA'), ('ㄴ', 'ETM'), ('입술', 'NNP')]","[('물뽕', 'N'), ('아들스타', 'N'), ('빨간입술', 'N')]","[('물뽕', 'NNG'), ('아들', 'NNG'), ('스타', 'NNG'), ('빨갛', 'VA'), ('ㄴ', 'ETD'), ('입술', 'NNG')]","[('물뽕', 'NNG'), ('아들', 'NNG'), ('스타', 'NNG'), ('빨간', 'VA+ETM'), ('입술', 'NNG')]"
